Nombre,Nivel,Domicilio,Barrio,point_x,point_y
Jardín de Infantes Nucleado B (EPCjc 23/03°) [Sede],Inicial Común,Pasco 961,SAN CRISTOBAL,105985.298993000003975,101044.099614999999176
Esc. Primaria Común N° 23 Gral. Viamonte,Primario Común,Pasco 961,SAN CRISTOBAL,105985.298993000003975,101044.099614999999176
Jardín de Infantes Nucleado A (EPCjc 25/03°) [Sede] Francisco Canaro,Inicial Común,Avda. San Juan 2277,SAN CRISTOBAL,105998.286645999993198,100744.099071000004187
Esc. Primaria Común N° 25 Gervasio Posadas,Primario Común,Avda. San Juan 2277,SAN CRISTOBAL,105998.286645999993198,100744.099071000004187
Colegio N° 01 Bernardino Rivadavia,Secundario Común,Avda. San Juan 1545,CONSTITUCION,106867.306473999997252,100814.062562000006437
Colegio N° 07 Juan Martín de Pueyrredon,Secundario Común,Chacabuco 922,SAN TELMO,107978.344693999999436,101209.015964999984135
Esc. de Comercio N° 05 José de San Martín,Secundario Común,Avda. Entre Ríos 757,BALVANERA,106493.230895000000601,101353.260464000006323
Instituto de Formación Técnica Superior N° 25,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Pte. José Evaristo Uriburu 1045 Piso 3¬,RECOLETA,105883.947868999995990,103710.772221000006539
Instituto de Formación Técnica Superior N° 09,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Venezuela 771,MONTSERRAT,107847.365059000003384,101756.021542000002228
Centro de Actividades Infantiles y Juveniles Lugano,Otros Servicios Educativos de la modalidad Común,Pola s/n y Barros Pazos,VILLA LUGANO,99471.911345100001199,94832.372381600012886
Esc. de Comercio N° 34 Monseñor Miguel de Andrea,Secundario Común,Moreno 2135,BALVANERA,106065.335149999998976,101868.096409000005224
Instituto de Formación Técnica Superior N° 18,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Gral. Lucio Norberto Mansilla 3643,PALERMO,104391.405763000002480,104326.166953000007197
Instituto de Formación Técnica Superior N° 15,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Pte. Figueroa Alcorta 2977,RECOLETA,105991.483766000004834,105442.099770999993780
Jardín de Infantes Nucleado C (EPCjc 13/04°),Inicial Común,Suárez 1145,BOCA,108622.267395999995642,99069.988649599996279
Esc. Primaria Común N° 13 República de Chile,Primario Común,Suárez 1145,BOCA,108622.267395999995642,99069.988649599996279
Esc. Primaria Común N° 14 Agustín Rafael Caffarena,Primario Común,Necochea 1136,BOCA,109625.689983000003849,99494.561532699997770
Esc. Primaria Común N° 18 Provincia de La Rioja,Primario Común,Hernandarias 556,BOCA,108653.287291000000550,99529.987348999988171
Esc. Primaria Común N° 19 República Italiana,Primario Común,Río Cuarto 1249,BOCA,108754.225290000002133,98004.982933299979777
Esc. Primaria Común N° 22 Dr. Guillermo Rawson,Primario Común,Humberto I° 343,SAN TELMO,108445.125973999995040,101010.023321999993641
Centro Educativo Complementario de Idiomas Extranjeros N° 04,Otros Servicios Educativos de la modalidad Común,Humberto I° 343,SAN TELMO,108445.125973999995040,101010.023321999993641
Jardín de Infantes Nucleado C (EPCjs 24/04°),Inicial Común,California 1925,BARRACAS,107975.212346000000252,98058.015750000005937
Esc. Primaria Común N° 24 Presidente Derqui,Primario Común,California 1925,BARRACAS,107975.212346000000252,98058.015750000005937
Jardín de Infantes Integral N° 09/04°,Inicial Común,Avda. San Juan 353,SAN TELMO,108461.340861000004224,100893.995674999998300
Esc. Primaria Común N° 26 Hipolito Yrigoyen,Primario Común,Avda. San Juan 353,SAN TELMO,108461.340861000004224,100893.995674999998300
Esc. Primaria Común N° 27 Deán Funes,Primario Común,Defensa 1431,SAN TELMO,108376.325087000004714,100556.999186999993981
Jardín de Infantes Nucleado C (EPCjc 28/04°) [Sede],Inicial Común,José Aarón Salmún Feijóo 1073,BARRACAS,107787.223110999999335,98402.023606100003235
Jardín de Infantes Integral N° 01/04° Benito Quinquela Martín,Inicial Común,Gral. Gregorio Aráoz de Lamadrid 648,BOCA,109323.276650999992853,98964.959146600012900
Colegio N° 11 Hipólito Yrigoyen,Secundario Común,Benito Quinquela Martín 1649,BARRACAS,108219.234622000003583,98476.005492299998878
Esc. de Comercio N° 01 Joaquín V. González,Secundario Común - Secundario de Jóvenes y Adultos,Benito Quinquela Martín 1649,BARRACAS,108219.234622000003583,98476.005492299998878
Esc. Superior de Educación Artística en Artes Visuales Manuel Belgrano,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Wenceslao Villafañe 1342,BARRACAS,108363.277367999980925,99425.999577700014925
Centro de Formación Profesional N° 01,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Río Cuarto 1993,BARRACAS,107991.199527999997372,97745.015002200001618
Esc. de Comercio N° 04 Baldomero Fernández Moreno,Secundario Común,Perú 1357,SAN TELMO,108111.306213999996544,100641.750522999995155
Esc. de Comercio N° 27 Antártida Argentina,Secundario Común,Perú 1357,SAN TELMO,108111.306213999996544,100641.750522999995155
Esc. Normal Superior N° 03 Bernardino Rivadavia (sede),Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Bolívar 1235,SAN TELMO,108235.333136999994167,100815.005074999993667
Escuela Infantil N° 03/04°,Inicial Común,Azopardo 1504,BOCA,108851.330512000015005,100467.979152999992948
Escuela Infantil N° 09/05°,Inicial Común,Santo Domingo 4050,NUEVA POMPEYA,105120.741619000007631,97072.511558800004423
Centro de Formación Profesional N° 28 Ministro José María Freire (sede) - SUTERH,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Venezuela 340,MONTSERRAT,108414.626967000003788,101776.516805999999633
Centro de Formación Profesional - ADEF,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Malabia 370,VILLA CRESPO,102066.104284000000916,103394.808032000000821
Inst. de Formación Superior en Turismo,Superior No Universitario Común,Viamonte 783,SAN NICOLAS,107779.422955999994883,103294.502221999995527
Inst. Central Educativo de Buenos Aires,Superior No Universitario Común,11 de Septiembre de 1888 3168,NUÑEZ,100333.505462999994052,108952.321800000005169
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Juvenil N° 09,Otros Servicios Educativos de la modalidad Común,Cuba 2039,BELGRANO,100784.472162999998545,107576.318683999998029
Jardín de Infantes Integral N° 01/01°,Inicial Común,Julián Alvarez 2849,PALERMO,104730.441938999996637,105030.152791999993497
Esc. Primaria Común N° 12 Gral. Las Heras,Primario Común,Julián Alvarez 2849,PALERMO,104730.441938999996637,105030.152791999993497
Centro Educativo Complementario de Educación Plástica N° 01,Otros Servicios Educativos de la modalidad Común,Julián Alvarez 2849,PALERMO,104730.441938999996637,105030.152791999993497
Esc. Primaria Común N° 13 Gral. San Martín,Primario Común,San Martín 458,SAN NICOLAS,108138.422892999995383,102998.009460000001127
Jardín de Infantes Nucleado B (EPCjc 14/01°) [Sede],Inicial Común,Sarmiento 2250,BALVANERA,105876.362670999995316,102612.104376000002958
Centro de Formación Profesional N° 27 (anexo) - Instituto Privado 13 de Julio,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Humberto I° 102,SAN TELMO,108757.975860999998986,100993.777348999996320
Centro Educativo Complementario de Idiomas Extranjeros N° 05,Otros Servicios Educativos de la modalidad Común,Gral. Hornos 530,BARRACAS,107843.271845000010217,99536.021392399983597
Jardín de Infantes Integral N° 08/05°,Inicial Común,Avda. Almafuerte 14,PARQUE PATRICIOS,104715.186790000007022,98961.152787500002887
Escuela Infantil N° 05/05° Maria Eva Duarte de Perón,Inicial Común,Prof. Dr. Pedro Chutro 3380,PARQUE PATRICIOS,104779.169395000004442,98517.150050900003407
Instituto de Formación Técnica Superior N° 10,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Entre Ríos 757,BALVANERA,106493.230895000000601,101353.260464000006323
El Gato con Zuecos,Inicial Común,Rincón 507,BALVANERA,106097.284601999999722,101584.611543000006350
Esc. Primaria Común N° 01 Estado Plurinacional de Bolivia,Primario Común,Gral. Hornos 530,BARRACAS,107843.271845000010217,99536.021392399983597
Esc. Primaria Común N° 02 Patricios,Primario Común,Avda. Almafuerte 66,PARQUE PATRICIOS,104715.186790000007022,98961.152787500002887
Esc. Primaria Común N° 08 Carlos Norberto Vergara,Primario Común,Avda. Amancio Alcorta 1934,BARRACAS,106796.645438999999897,98887.450994800004992
Esc. Primaria Común N° 10 Deán Diego Estanislao de Zavaleta,Primario Común,Iguazú 1110,BARRACAS,105324.222387000001618,97733.197847699993872
Esc. Primaria Común N° 11 República de Haiti,Primario Común,Lafayette 1879,BARRACAS,106634.141929999997956,97001.071819300006609
Escuela Infantil N° 12/05°,Inicial Común,Rio Cuarto y Montesquieu - Avda. Gral. Iriarte alt. 3501,BARRACAS,106018.521863999994821,97466.801160300004994
Esc. Primaria Común N° 12 Horacio Quiroga,Primario Común,Rio Cuarto y Montesquieu - Avda. Gral. Iriarte alt. 3501,BARRACAS,106018.521863999994821,97466.801160300004994
Esc. Primaria Común N° 13 Fray Mamerto Esquiú,Primario Común,Salom 332,BARRACAS,107350.974726000000373,98155.015169000020251
Jardín de Infantes Común N° 04/05° sede,Inicial Común,Cachi 77,NUEVA POMPEYA,104528.159215000006952,98390.160552500004997
Esc. Primaria Común N° 05 Juan Bautista Alberdi,Primario Común,Moldes 2043,BELGRANO,100350.451078999991296,107274.336909999998170
Esc. Primaria Común N° 14 Provincia de San Luis,Primario Común,Cachi 77,NUEVA POMPEYA,104528.159215000006952,98390.160552500004997
Jardín de Infantes Nucleado A (EPCjs 15/05°),Inicial Común,Avda. Manuel Montes de Oca 807,BARRACAS,108033.259762999994564,99161.013431600003969
Esc. Primaria Común N° 15 Arzobispo Mariano Antonio Espinosa,Primario Común,Avda. Manuel Montes de Oca 807,BARRACAS,108033.259762999994564,99161.013431600003969
Esc. Primaria Común N° 16 Sabina Bove de Bozalla,Primario Común,Avda. Amancio Alcorta 3402,NUEVA POMPEYA,105064.131426000007195,97480.137869400001364
Esc. Primaria Común N° 17 Pedro Melitón Ledesma,Primario Común,Traful 3835,NUEVA POMPEYA,104386.121838999999454,97567.166359800001374
Jardín de Infantes Nucleado B (EPCjc 18/05°),Inicial Común,Avda. Caseros 2152,PARQUE PATRICIOS,106408.239054000019678,99422.081700700000511
Esc. Primaria Común N° 18 Juan Enrique Pestalozzi,Primario Común,Avda. Caseros 2152,PARQUE PATRICIOS,106408.239054000019678,99422.081700700000511
Esc. Primaria Común N° 26 Brigadier Miguel de Azcuenaga,Primario Común,Pichincha 1873,PARQUE PATRICIOS,106088.250356000004103,99839.095219900002121
Jardín de Infantes Común N° 03/10° sede,Inicial Común,Moldes 2043,BELGRANO,100350.451078999991296,107274.336909999998170
Centro Educativo Complementario de Idiomas Extranjeros N° 10,Otros Servicios Educativos de la modalidad Común,Moldes 2043,BELGRANO,100350.451078999991296,107274.336909999998170
Esc. Primaria Común N° 06 Manuel Dorrego,Primario Común,Besares 2990,SAAVEDRA,98751.498724399993080,109148.404160000005504
Esc. Primaria Común N° 07 Manuel J. García,Primario Común,Avda. Cabildo 3615,NUÑEZ,99554.504648900008760,108918.370427000001655
Jardín de Infantes Integral N° 04/10°,Inicial Común,Húsares 2155,BELGRANO,101828.534140999996453,108568.274959999995190
Esc. Primaria Común N° 08 Alte. Ramón González Fernández,Primario Común,Mendoza 1000,BELGRANO,101828.534140999996453,108568.274959999995190
Jardín de Infantes Nucleado A (EPCjs 09/10°) [Sede],Inicial Común,O'Higgins 3050,NUÑEZ,100163.507902000012109,108715.344807999994373
Jardín de Infantes Nucleado C (EPCjs 08/11°) Herminia Brumana,Inicial Común,Varela 358,FLORES,99923.118173800001387,99546.354054499985068
Centro de Actividades Infantiles y Juveniles Club Retiro,Otros Servicios Educativos de la modalidad Común,Letonia y Avda. Antártida Argentina,RETIRO,108451.497042000002693,104620.996448999998393
Inst. de Tecnología,Superior No Universitario Común,Avda. de Mayo 676 6° piso,MONTSERRAT,107991.421516999995220,102296.964577000020654
Jardín de Infantes Nucleado D (EPCjs 16/14°),Inicial Común,Avda. Alvarez Jonte 1964,VILLA GRAL. MITRE,99225.245063800000935,102890.383734999995795
Esc. Primaria Común N° 16 Fray Justo Santa María de Oro,Primario Común,Avda. Alvarez Jonte 1964,VILLA GRAL. MITRE,99225.245063800000935,102890.383734999995795
Esc. Primaria Común N° 17 Monseñor Gustavo J. Franceschi,Primario Común,Gral. Enrique Martínez 1432,COLEGIALES,100171.395736000005854,106039.344289000000572
Esc. Primaria Común N° 18 Cabildo de Buenos Aires,Primario Común,Avda. Federico Lacroze 3839,CHACARITA,100866.370120000006864,105109.315103999993880
Jardín de Infantes Común N° 03/01°,Inicial Común,Juncal 3185,PALERMO,104947.440184000006411,104887.143632999999681
Jardín de Infantes Nucleado D (EPCjc 18/02°),Inicial Común,Mario Bravo 234,ALMAGRO,104140.320709000006900,102416.177316000001156
Jardín de Infantes Nucleado C (EPCjc 20/14°),Inicial Común,Avda. Elcano 4861,PATERNAL,99544.305712100001983,104187.370498000018415
Centro de Formación Profesional N° 36,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Zavaleta 204,PARQUE PATRICIOS,105470.200419999993755,98935.120989999995800
Esc. Superior de Educación Artística en Danza N° 01 Prof. Nelly Ramicone,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Fonrouge 711,LINIERS,95889.062601700003142,98215.922575200005667
Jardín de Infantes Nucleado C (EPCjs 01/01°),Inicial Común,Ayacucho 1670,RECOLETA,106464.448516999997082,104383.079840000005788
Centro de Formación Profesional N° 19 Cáritas,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Guaraní 272,NUEVA POMPEYA,104432.584281999996165,98620.011000700003933
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 12,Otros Servicios Educativos de la modalidad Común,Avda. Francisco Beiró 3945,VILLA DEVOTO,95849.368793200002983,102940.113960999995470
Esc. Primaria Común N° 06 Dr. Guillermo Correa,Primario Común,Saavedra 695,BALVANERA,105507.302139999999781,101341.119791999997688
Centro de Formación Profesional N° 15 Padre Daniel de la Sierra - Arzobispado de Bs As,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Pepirí 1462 / 1464,NUEVA POMPEYA,105182.108903999993345,97205.387793600006262
Esc. Primaria Común N° 18 Alejandro Carbo,Primario Común,Mario Bravo 234,ALMAGRO,104140.320709000006900,102416.177316000001156
Jardín de Infantes Nucleado A (EPCjs 01/06°),Inicial Común,Adolfo Alsina 2499,BALVANERA,105619.330149999994319,101955.115095999994082
Esc. Primaria Común N° 01 Esteban de Luca,Primario Común,Adolfo Alsina 2499,BALVANERA,105619.330149999994319,101955.115095999994082
Esc. Primaria Común N° 02 José Maria Gutiérrez,Primario Común,La Rioja 1846,PARQUE PATRICIOS,105198.226741000005859,99687.132556099997601
Jardín de Infantes Nucleado A (EPCjc 03/06°) [Sede],Inicial Común,La Rioja 850,SAN CRISTOBAL,105058.281019000001834,101046.138565999994171
Esc. Primaria Común N° 03 Rufino Sanchez,Primario Común,La Rioja 850,SAN CRISTOBAL,105058.281019000001834,101046.138565999994171
Jardín de Infantes Nucleado B (EPCjs 04/06°) Maestro Escultor Francisco Reyes,Inicial Común,Quintino Bocayuva 620,ALMAGRO,103705.259688000005553,101165.195487000004505
Esc. Primaria Común N° 04 Salvador María del Carril,Primario Común,Quintino Bocayuva 620,ALMAGRO,103705.259688000005553,101165.195487000004505
ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Infantil N° 08,Otros Servicios Educativos de la modalidad Común,Dr. Tomás Manuel de Anchorena 855,BALVANERA,104996.379771000007167,103426.141438000006019
Esc. Primaria Común N° 05 Paul Groussac,Primario Común,Catamarca 462,BALVANERA,105214.306886000005761,101590.132073999993736
Esc. Primaria Común N° 07 Olegario Víctor Andrade,Primario Común,24 de Noviembre 1536,SAN CRISTOBAL,104850.235866000002716,100067.147230000002310
Centro Educativo Complementario de Idiomas Extranjeros N° 06,Otros Servicios Educativos de la modalidad Común,24 de Noviembre 1536,SAN CRISTOBAL,104850.235866000002716,100067.147230000002310
Esc. Hospitalaria N° 03 Dr. Pedro de Elizalde,Otros Servicios Educativos de la modalidad Común,Avda. Manuel Montes de Oca 40,BARRACAS,107816.294093000004068,100079.022584999998799
